Incident_case_id,Date,Clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD Beat,Street_Number,Street_Address,Latitude,Longitude,Location 
PP21010100002034,01/01/2021,ACCIDENT WITH IMPOUND,135,A,A2,,16TH AVE / CHILLUM RD EB,38.95588465034962,-76.98210836946964,"(38.95588465034962, -76.98210836946964)"
PP21010100000616,01/01/2021,ACCIDENT WITH IMPOUND,443,K,K4,,BRANCH AVE NB / AUTH RD EB,38.82235473394394,-76.9217410236597,"(38.82235473394394, -76.9217410236597)"
PP21010100000631,01/01/2021,"AUTO, STOLEN",719,H,H7,8400 BLOCK,8490 BURTON LN,38.83285339176655,-76.8623579442501,"(38.83285339176655, -76.8623579442501)"
PP21010100000407,01/01/2021,ASSAULT,504,K,K1,1400 BLOCK,1405 SOUTHERN AVE,38.83547806739807,-76.98243644833565,"(38.83547806739807, -76.98243644833565)"
PP21010100000728,01/01/2021,THEFT,907,C,C6,6000 BLOCK,6000 SANDY SPRING RD,39.099913224577904,-76.90271219611168,"(39.099913224577904, -76.90271219611168)"
PP21010100001476,01/01/2021,"AUTO, STOLEN & RECOVERED",719,H,H7,8400 BLOCK,8411 OLD MARLBORO PIKE,38.83318147063255,-76.86137369275093,"(38.83318147063255, -76.86137369275093)"
PP21010100002170,01/01/2021,ACCIDENT,733,F,F5,6600 BLOCK,6601 SOUTH OSBORNE RD,38.79709230363369,-76.81084886193275,"(38.79709230363369, -76.81084886193275)"
PP21010100001753,01/01/2021,ACCIDENT,858,E,E2,1100 BLOCK,1101 SHOPPERS WAY,38.905031725764275,-76.84693802893162,"(38.905031725764275, -76.84693802893162)"
PP21010100000711,01/01/2021,ACCIDENT,640,W,W5,3700 BLOCK,3700 DANVILLE RD,38.69669881463051,-76.94339452683926,"(38.69669881463051, -76.94339452683926)"
PP21010100001841,01/01/2021,ACCIDENT,157,A,A7,,NEW HAMPSHIRE AVE NB / PINEY BRANCH RD,39.00148822367191,-76.98210836946964,"(39.00148822367191, -76.98210836946964)"
PP21010100000175,01/01/2021,HOMICIDE,110,A,A4,8100 BLOCK,8127 15TH AVE,38.98934914171696,-76.98112411797047,"(38.98934914171696, -76.98112411797047)"
PP21010100002204,01/01/2021,ACCIDENT WITH IMPOUND,417,H,H6,,WALTERS LN / PENNSYLVANIA AVE WB,38.845648646354675,-76.8915573656559,"(38.845648646354675, -76.8915573656559)"
PP21010100001108,01/01/2021,ACCIDENT,608,K,K5,,MARLIN LN / OLD BRANCH AVE,38.807262897491455,-76.91058619320393,"(38.807262897491455, -76.91058619320393)"
PP21010100002174,01/01/2021,ACCIDENT,406,G,G7,900 BLOCK,920 SHADY GLEN DR,38.87648847699165,-76.88138677179813,"(38.87648847699165, -76.88138677179813)"
PP21010100001472,01/01/2021,THEFT FROM AUTO,773,E,E5,15400 BLOCK,15410 CHRYSLER DR,38.81874580681324,-76.73899860680103,"(38.81874580681324, -76.73899860680103)"
PP21010100000139,01/01/2021,ACCIDENT,504,K,K1,4100 BLOCK,4107 CAROZZA CT,38.833837643265724,-76.97292202711105,"(38.833837643265724, -76.97292202711105)"
PP21010100000467,01/01/2021,ACCIDENT,928,C,C2,11400 BLOCK,11457 CHERRY HILL RD,39.04479523003101,-76.94962811470032,"(39.04479523003101, -76.94962811470032)"
PP21010100001027,01/01/2021,"ASSAULT, WEAPON",323,G,G1,5700 BLOCK,5713 DADE ST,38.89026798307896,-76.9076334387064,"(38.89026798307896, -76.9076334387064)"
PP21010100000462,01/01/2021,ACCIDENT WITH IMPOUND,429,K,K2,,BRANCH AVE NB / CURTIS DR,38.84728905558586,-76.95225277543068,"(38.84728905558586, -76.95225277543068)"
PP21010100000670,01/01/2021,"B & E, COMMERCIAL",623,F,F2,9100 BLOCK,9123 PISCATAWAY RD,38.76494014263153,-76.90074369311333,"(38.76494014263153, -76.90074369311333)"
PP21010100000219,01/01/2021,ACCIDENT,924,C,C3,4500 BLOCK,4528 LINCOLN AVE,39.04840414226055,-76.9115704447031,"(39.04840414226055, -76.9115704447031)"
PP21010100002119,01/01/2021,"ROBBERY, COMMERCIAL",234,B,B4,6100 BLOCK,6120 ANNAPOLIS RD WB,38.93882431089878,-76.9118985235691,"(38.93882431089878, -76.9118985235691)"
PP21010100000581,01/01/2021,"ASSAULT, SHOOTING",424,H,H6,,DONNELL DR / PENNSYLVANIA AVE EB,38.84368014335632,-76.88499569892883,"(38.84368014335632, -76.88499569892883)"
PP21010100001354,01/01/2021,ACCIDENT,506,K,K3,4100 BLOCK,4108 ATMORE PL,38.83350956439972,-76.95586170256138,"(38.83350956439972, -76.95586170256138)"
PP21010100001504,01/01/2021,ACCIDENT,107,A,A7,,NEW HAMPSHIRE AVE NB / QUEBEC ST,38.99623888731003,-76.9847330302,"(38.99623888731003, -76.9847330302)"
PP21010100000975,01/01/2021,ACCIDENT,407,G,G7,,HAMPTON PARK BLVD / RITCHIE MARLBORO RD WB,38.869270637631416,-76.85021886229515,"(38.869270637631416, -76.85021886229515)"
PP21010100000295,01/01/2021,ACCIDENT,107,A,A7,,NEW HAMPSHIRE AVE NB / RUATAN ST,38.999191641807556,-76.98309260606766,"(38.999191641807556, -76.98309260606766)"
PP21010100000535,01/01/2021,ACCIDENT,801,C,C4,11800 BLOCK,11801 LAUREL BOWIE RD NB,39.052341148257256,-76.83611127734184,"(39.052341148257256, -76.83611127734184)"
PP21010100001822,01/01/2021,ACCIDENT WITH IMPOUND,521,J,J3,,OXON HILL RD NB / BALD EAGLE RD,38.8013573884964,-77.00080911815166,"(38.8013573884964, -77.00080911815166)"
PP21010100001836,01/01/2021,ACCIDENT WITH IMPOUND,116,A,A3,,EAST WEST HWY EB / OLSON RD,38.975569650530815,-76.98932619392872,"(38.975569650530815, -76.98932619392872)"
PP21010100000575,01/01/2021,ACCIDENT WITH IMPOUND,707,E,E4,,WESTPHALIA RD / RITCHIE MARLBORO RD,38.84597672522068,-76.8124892860651,"(38.84597672522068, -76.8124892860651)"
PP21010100001618,01/01/2021,ACCIDENT,107,A,A7,,NEW HAMPSHIRE AVE NB / QUEBEC ST,38.99623888731003,-76.9847330302,"(38.99623888731003, -76.9847330302)"
PP21010100000464,01/01/2021,THEFT,111,A,A6,2000 BLOCK,2012 UNIVERSITY BLVD WB,38.98377172648907,-76.97849944233894,"(38.98377172648907, -76.97849944233894)"
PP21010100000443,01/01/2021,ACCIDENT,422,H,H4,4900 BLOCK,4910 SILVER HILL RD,38.850569888949394,-76.92305336892605,"(38.850569888949394, -76.92305336892605)"
PP21010100001398,01/01/2021,THEFT FROM AUTO,113,A,A3,1400 BLOCK,1425 UNIVERSITY BLVD EB,38.98639638721943,-76.984404951334,"(38.98639638721943, -76.984404951334)"
PP21010100001461,01/01/2021,ACCIDENT WITH IMPOUND,928,C,C2,11900 BLOCK,11902 BELTSVILLE DR,39.052997305989265,-76.935192450881,"(39.052997305989265, -76.935192450881)"
PP21010100001313,01/01/2021,THEFT FROM AUTO,916,C,C4,12800 BLOCK,12826 CLAXTON DR,39.06743296980858,-76.85612435638905,"(39.06743296980858, -76.85612435638905)"
PP21010100000787,01/01/2021,ACCIDENT,516,J,J1,5300 BLOCK,5302 DEAL DR,38.81808964908123,-76.99293510615826,"(38.81808964908123, -76.99293510615826)"
PP21010100000792,01/01/2021,THEFT,169,B,B7,4700 BLOCK,4720 CHERRY HILL RD,39.01756431162357,-76.93059927225113,"(39.01756431162357, -76.93059927225113)"
PP21010100001331,01/01/2021,THEFT FROM AUTO,312,G,G2,6300 BLOCK,6309 CARRINGTON CT,38.90601597726345,-76.89910328388214,"(38.90601597726345, -76.89910328388214)"
PP21010100000667,01/01/2021,ACCIDENT WITH IMPOUND,602,J,J4,400 BLOCK,412 KERBY HILL RD,38.779375806450844,-77.00113719701767,"(38.779375806450844, -77.00113719701767)"
PP21010100000851,01/01/2021,"AUTO, STOLEN",314,G,G4,1900 BLOCK,1906 VILLAGE GREEN DR,38.91717080771923,-76.88007444143295,"(38.91717080771923, -76.88007444143295)"
PP21010100001639,01/01/2021,"ROBBERY, OTHER",110,A,A4,,15TH AVE / KANAWHA ST,38.98770873248577,-76.98112411797047,"(38.98770873248577, -76.98112411797047)"
PP21010100000583,01/01/2021,ACCIDENT,504,K,K1,1900 BLOCK,1911 SOUTHERN AVE,38.84039930999279,-76.97521860897541,"(38.84039930999279, -76.97521860897541)"
PP21010100000955,01/01/2021,THEFT,501,K,K2,2300 BLOCK,2308 IVERSON ST WB,38.833837643265724,-76.95979869365692,"(38.833837643265724, -76.95979869365692)"
PP21010100000858,01/01/2021,THEFT FROM AUTO,709,E,E4,,JOHN ROGERS BLVD NB / GOVERNORS GROVE RD,38.823995143175125,-76.76130828261375,"(38.823995143175125, -76.76130828261375)"
PP21010100001316,01/01/2021,THEFT FROM AUTO,246,B,B1,6600 BLOCK,6690 OLD LANDOVER RD,38.932262644171715,-76.89844711124897,"(38.932262644171715, -76.89844711124897)"
PP21010100000557,01/01/2021,THEFT,508,K,K3,3200 BLOCK,3230 CULVER ST,38.82596364617348,-76.95159661769867,"(38.82596364617348, -76.95159661769867)"
PP21010100000374,01/01/2021,ACCIDENT WITH IMPOUND,628,W,W4,,HILLANTRAE DR / PISCATAWAY RD,38.722617387771606,-76.95323702692986,"(38.722617387771606, -76.95323702692986)"
PP21010100000606,01/01/2021,"ROBBERY, OTHER",110,A,A4,1400 BLOCK,1403 KANAWHA ST,38.98836489021778,-76.98374877870083,"(38.98836489021778, -76.98374877870083)"
PP21010100002000,01/01/2021,ACCIDENT WITH IMPOUND,108,A,A6,,ADELPHI RD NB / METZEROTT RD,39.00247247517109,-76.96537610888481,"(39.00247247517109, -76.96537610888481)"
PP21010100000714,01/01/2021,THEFT,970,B,B7,10200 BLOCK,10211 BALTIMORE AVE,39.02182939648628,-76.92436569929123,"(39.02182939648628, -76.92436569929123)"
PP21010200001872,01/02/2021,ACCIDENT,656,J,J5,6100 BLOCK,6160 LIVINGSTON RD,38.8052943944931,-76.9903104454279,"(38.8052943944931, -76.9903104454279)"
PP21010200000662,01/02/2021,ACCIDENT,501,K,K2,2400 BLOCK,2405 SOUTHERN AVE,38.844992473721504,-76.9709535241127,"(38.844992473721504, -76.9709535241127)"
PP21010200001586,01/02/2021,"ROBBERY, VEHICLE",504,K,K1,,WHEELER RD / SOUTHERN AVE,38.83219723403454,-76.98735769093037,"(38.83219723403454, -76.98735769093037)"
PP21010200000399,01/02/2021,THEFT FROM AUTO,124,A,A3,900 BLOCK,916 RAY RD,38.96867989003658,-76.9906385242939,"(38.96867989003658, -76.9906385242939)"
PP21010200001080,01/02/2021,ACCIDENT WITH IMPOUND,701,E,E3,,HARRY S TRUMAN DR SB / SACRAMENTO ST,38.86763022840023,-76.8282372802496,"(38.86763022840023, -76.8282372802496)"
PP21010200000424,01/02/2021,"ROBBERY, OTHER",768,F,F7,22800 BLOCK,22818 AQUASCO RD,38.574651807546616,-76.72226636111736,"(38.574651807546616, -76.72226636111736)"
PP21010200001099,01/02/2021,"ASSAULT, SHOOTING",419,H,H5,4400 BLOCK,4423 ARNOLD RD,38.85385072231293,-76.93256777524948,"(38.85385072231293, -76.93256777524948)"
PP21010200001723,01/02/2021,ACCIDENT WITH IMPOUND,731,F,F3,,OLD ALEXANDRIA FERRY RD EB / MALCOLM RD,38.78364089131355,-76.89024503529072,"(38.78364089131355, -76.89024503529072)"
PP21010200000598,01/02/2021,THEFT FROM AUTO,441,H,H2,2000 BLOCK,2020 BROOKS DR,38.86336514353752,-76.91649170219898,"(38.86336514353752, -76.91649170219898)"
PP21010200000973,01/02/2021,THEFT,135,A,A2,1900 BLOCK,1900 QUEENS CHAPEL RD,38.94637022912502,-76.97784328460693,"(38.94637022912502, -76.97784328460693)"
PP21010200000886,01/02/2021,"ROBBERY, OTHER",709,E,E4,13900 BLOCK,13928 KING GEORGE WAY,38.8249793946743,-76.76557336747646,"(38.8249793946743, -76.76557336747646)"
PP21010200000379,01/02/2021,THEFT FROM AUTO,3130,G,G7,9000 BLOCK,9044 CONTINENTAL PL,38.89978238940239,-76.85087503492832,"(38.89978238940239, -76.85087503492832)"
PP21010200000611,01/02/2021,THEFT,624,F,F2,8800 BLOCK,8859 BRANCH AVE,38.76723672449589,-76.89024503529072,"(38.76723672449589, -76.89024503529072)"
PP21010200000054,01/02/2021,ACCIDENT WITH IMPOUND,508,K,K3,,SAINT BARNABAS RD SB / DEER PARK DR,38.82301089167595,-76.95258086919785,"(38.82301089167595, -76.95258086919785)"
PP21010200002064,01/02/2021,THEFT FROM AUTO,916,C,C4,9700 BLOCK,9780 MUIRKIRK RD,39.06480830907822,-76.84004828333855,"(39.06480830907822, -76.84004828333855)"
PP21010200000677,01/02/2021,"ROBBERY, VEHICLE",644,W,W5,2100 BLOCK,2108 ACCOKEEK RD,38.67504531145096,-76.96045486629009,"(38.67504531145096, -76.96045486629009)"
PP21010200001679,01/02/2021,"AUTO, STOLEN",937,C,C3,,EVANS TRAIL WAY / EVANS TRL,39.04446715116501,-76.94044177234173,"(39.04446715116501, -76.94044177234173)"
PP21010200000776,01/02/2021,THEFT FROM AUTO,904,C,C5,8900 BLOCK,8916 SNOW ACRES DR,39.08416523039341,-76.84890653192997,"(39.08416523039341, -76.84890653192997)"
PP21010200001928,01/02/2021,ACCIDENT,113,A,A3,,RIGGS RD / UNIVERSITY BLVD EB,38.98377172648907,-76.97948369383812,"(38.98377172648907, -76.97948369383812)"
PP21010200000741,01/02/2021,THEFT,220,B,B63,4800 BLOCK,4803 NORWICH RD,38.98147514462471,-76.92994311451912,"(38.98147514462471, -76.92994311451912)"
PP21010200001315,01/02/2021,THEFT FROM AUTO,859,E,E2,11400 BLOCK,11411 LAKE ARBOR WAY,38.89879813790321,-76.80789610743523,"(38.89879813790321, -76.80789610743523)"
PP21010200000857,01/02/2021,THEFT FROM AUTO,621,J,J6,1100 BLOCK,1113 CENTENNIAL DR,38.75739422440529,-76.98998236656189,"(38.75739422440529, -76.98998236656189)"
PP21010200000403,01/02/2021,THEFT FROM AUTO,734,F,F6,9500 BLOCK,9590 CRAIN HWY SE,38.758378475904465,-76.8088803589344,"(38.758378475904465, -76.8088803589344)"
PP21010200001169,01/02/2021,THEFT FROM AUTO,307,G,G6,6800 BLOCK,6803 HAWTHORNE ST,38.92504480481148,-76.88991694152355,"(38.92504480481148, -76.88991694152355)"
PP21010200000766,01/02/2021,THEFT,853,E,E1,16700 BLOCK,16700 GOVERNORS BRIDGE RD,38.95063531398773,-76.71340811252594,"(38.95063531398773, -76.71340811252594)"
PP21010200000992,01/02/2021,THEFT FROM AUTO,103,B,B7,9300 BLOCK,9308 CHERRY HILL RD,39.01789239048958,-76.93584860861301,"(39.01789239048958, -76.93584860861301)"
PP21010200000663,01/02/2021,ACCIDENT,644,W,W5,3000 BLOCK,3008 ACCOKEEK RD,38.673076808452606,-76.95553360879421,"(38.673076808452606, -76.95553360879421)"
PP21010200002040,01/02/2021,ACCIDENT,416,H,H2,5000 BLOCK,5000 LEE JAY DR,38.86566172540188,-76.91911636292934,"(38.86566172540188, -76.91911636292934)"
PP21010200001229,01/02/2021,"ROBBERY, VEHICLE",762,F,F7,,18800  BLK HORSEHEAD RD,38.63075405359268,-76.77640011906624,"(38.63075405359268, -76.77640011906624)"
PP21010200001794,01/02/2021,ACCIDENT,412,H,H3,7300 BLOCK,7303 WALKER MILL RD,38.8741918951273,-76.88007444143295,"(38.8741918951273, -76.88007444143295)"
PP21010200002053,01/02/2021,ACCIDENT WITH IMPOUND,840,D,D6,,LANHAM SEVERN RD EB / ANNAPOLIS RD EB,38.96244631707668,-76.86170177161694,"(38.96244631707668, -76.86170177161694)"
PP21010200001027,01/02/2021,"AUTO, STOLEN",701,E,E3,100 BLOCK,122 FOX CHASE CT,38.88993988931179,-76.83578319847584,"(38.88993988931179, -76.83578319847584)"
PP21010200001505,01/02/2021,ACCIDENT,612,J,J6,,TUCKER RD / FERGUSON LN,38.78298473358154,-76.97751519083977,"(38.78298473358154, -76.97751519083977)"
PP21010200000962,01/02/2021,ACCIDENT,441,H,H2,,SILVER HILL RD NB / PENNSYLVANIA AVE WB,38.85319456458092,-76.90993003547192,"(38.85319456458092, -76.90993003547192)"
PP21010200001952,01/02/2021,ACCIDENT WITH IMPOUND,111,A,A6,2200 BLOCK,2232 UNIVERSITY BLVD WB,38.98409980535507,-76.97325010597706,"(38.98409980535507, -76.97325010597706)"
PP21010200000683,01/02/2021,ACCIDENT,646,W,W6,15800 BLOCK,15800 GARDNER RD,38.67012405395508,-76.93420819938183,"(38.67012405395508, -76.93420819938183)"
PP21010200001575,01/02/2021,ACCIDENT WITH IMPOUND,868,C,C4,,LAUREL BOWIE RD SB / BALTIMORE WASHINGTON PKWY NB,39.05595006048679,-76.83939211070538,"(39.05595006048679, -76.83939211070538)"
PP21010200000862,01/02/2021,THEFT,131,A,A2,5600 BLOCK,5621 SARGENT RD NB,38.958837389945984,-76.98637343943119,"(38.958837389945984, -76.98637343943119)"
PP21010200000704,01/02/2021,THEFT FROM AUTO,514,J,J1,600 BLOCK,632 AUDREY LN,38.81940197944641,-76.99785636365414,"(38.81940197944641, -76.99785636365414)"
PP21010200000375,01/02/2021,"ROBBERY, VEHICLE",503,K,K2,,FAIRLAWN ST / 29TH PL,38.841383561491966,-76.95192469656467,"(38.841383561491966, -76.95192469656467)"
PP21010200001582,01/02/2021,ACCIDENT WITH IMPOUND,717,E,E4,,BROWN STATION RD / JOHN ROGERS BLVD NB,38.825307473540306,-76.76885420084,"(38.825307473540306, -76.76885420084)"
PP21010200001825,01/02/2021,"ASSAULT, SHOOTING",859,E,E2,900 BLOCK,957 SAINT MICHAELS DR,38.90306322276592,-76.79674127697945,"(38.90306322276592, -76.79674127697945)"
PP21010200001409,01/02/2021,ASSAULT,769,K,K4,5100 BLOCK,5151 ALLENTOWN RD SB,38.814152643084526,-76.89549435675144,"(38.814152643084526, -76.89549435675144)"
PP21010200000394,01/02/2021,THEFT FROM AUTO,713,E,E5,3300 BLOCK,3318 BROOKSHIRE CT,38.84368014335632,-76.7258752733469,"(38.84368014335632, -76.7258752733469)"
PP21010200000921,01/02/2021,THEFT,503,K,K2,3400 BLOCK,3417 BRANCH AVE SB,38.84663289785385,-76.95258086919785,"(38.84663289785385, -76.95258086919785)"
PP21010200000581,01/02/2021,"ASSAULT, SHOOTING",158,B,B7,8700 BLOCK,8700 BALTIMORE AVE,38.996566981077194,-76.93191161751747,"(38.996566981077194, -76.93191161751747)"
PP21010200000914,01/02/2021,ACCIDENT WITH IMPOUND,623,F,F2,,OLD BRANCH AVE / FARMVIEW CT,38.77478264272213,-76.90008753538132,"(38.77478264272213, -76.90008753538132)"
PP21010200000544,01/02/2021,ACCIDENT,872,D,D3,13000 BLOCK,13012 OLD CHAPEL RD,38.981147065758705,-76.78427411615849,"(38.981147065758705, -76.78427411615849)"
PP21010200000449,01/02/2021,THEFT FROM AUTO,329,G,G2,1000 BLOCK,1009 BOOKER DR,38.90339131653309,-76.8977909386158,"(38.90339131653309, -76.8977909386158)"
PP21010200001007,01/02/2021,ACCIDENT,916,C,C4,13500 BLOCK,13501 BALTIMORE AVE,39.06480830907822,-76.8820429444313,"(39.06480830907822, -76.8820429444313)"
PP21010200000378,01/02/2021,ACCIDENT WITH IMPOUND,163,A,A1,4600 BLOCK,4602 RUSSELL AVE,38.94604215025902,-76.97292202711105,"(38.94604215025902, -76.97292202711105)"
PP21010200001460,01/02/2021,ACCIDENT,156,A,A4,8000 BLOCK,8032 NEW HAMPSHIRE AVE SB,38.99131764471531,-76.98899811506271,"(38.99131764471531, -76.98899811506271)"
PP21010200001443,01/02/2021,THEFT,524,J,J1,20 BLOCK,20 AUDREY LN,38.81743347644806,-77.00244952738285,"(38.81743347644806, -77.00244952738285)"
PP21010200001532,01/02/2021,ACCIDENT,604,J,J6,6100 BLOCK,6100 OXON HILL RD NB,38.80562247335911,-76.97357819974422,"(38.80562247335911, -76.97357819974422)"
PP21010200002118,01/02/2021,ACCIDENT WITH IMPOUND,315,G,G4,8100 BLOCK,8101 ALLENDALE DR,38.915530398488045,-76.86596685647964,"(38.915530398488045, -76.86596685647964)"
PP21010200001096,01/02/2021,THEFT FROM AUTO,427,H,H5,4700 BLOCK,4747 SILVER HILL RD,38.84761714935303,-76.92567802965641,"(38.84761714935303, -76.92567802965641)"
PP21010200000960,01/02/2021,THEFT FROM AUTO,434,H,H3,7600 BLOCK,7614 MARLBORO PIKE WB,38.84597672522068,-76.87482510507107,"(38.84597672522068, -76.87482510507107)"
PP21010200001962,01/02/2021,"B & E, RESIDENTIAL",415,H,H2,4100 BLOCK,4145 SOUTHERN AVE,38.86566172540188,-76.94437877833843,"(38.86566172540188, -76.94437877833843)"
PP21010200000706,01/02/2021,THEFT,940,C,C1,10500 BLOCK,10515 BALTIMORE AVE,39.02740681171417,-76.917475938797,"(39.02740681171417, -76.917475938797)"
PP21010200000528,01/02/2021,THEFT,721,K,K4,5600 BLOCK,5623 ALLENTOWN RD,38.80824714899063,-76.89844711124897,"(38.80824714899063, -76.89844711124897)"
PP21010200001092,01/02/2021,THEFT,313,G,G4,600 BLOCK,641 SPECTATOR AVE,38.89847005903721,-76.868263438344,"(38.89847005903721, -76.868263438344)"
PP21010200000676,01/02/2021,ACCIDENT,424,H,H6,,FORESTVILLE RD / SUITLAND PKY NB,38.83121298253536,-76.87613745033741,"(38.83121298253536, -76.87613745033741)"
PP21010200000690,01/02/2021,THEFT FROM AUTO,313,G,G4,500 BLOCK,513 TOUCHDOWN DR,38.89650155603886,-76.867935359478,"(38.89650155603886, -76.867935359478)"
PP21010200000822,01/02/2021,THEFT FROM AUTO,636,W,W1,12200 BLOCK,12213 FIRTH OF TAE DR,38.72458589076996,-77.02508728206158,"(38.72458589076996, -77.02508728206158)"
PP21010300001021,01/03/2021,ACCIDENT,408,H,H1,1200 BLOCK,1226 BENNING RD,38.8745199739933,-76.92961503565311,"(38.8745199739933, -76.92961503565311)"
PP21010300001109,01/03/2021,THEFT FROM AUTO,405,H,H3,200 BLOCK,205 CABIN BRANCH RD,38.88469056785107,-76.8918854445219,"(38.88469056785107, -76.8918854445219)"
PP21010300000183,01/03/2021,ACCIDENT WITH IMPOUND,750,F,F6,14200 BLOCK,14280 BRANDYWINE RD,38.69538648426533,-76.83119003474712,"(38.69538648426533, -76.83119003474712)"
PP21010300000028,01/03/2021,ASSAULT,110,A,A4,7900 BLOCK,7923 NEW HAMPSHIRE AVE NB,38.98934914171696,-76.98604536056519,"(38.98934914171696, -76.98604536056519)"
PP21010300000791,01/03/2021,THEFT FROM AUTO,312,G,G2,1100 BLOCK,1109 CYPRESSTREE DR,38.906344056129456,-76.90533685684204,"(38.906344056129456, -76.90533685684204)"
PP21010300001058,01/03/2021,THEFT FROM AUTO,427,H,H5,3200 BLOCK,3220 SYCAMORE LN,38.84532056748867,-76.92403760552406,"(38.84532056748867, -76.92403760552406)"
PP21010300001546,01/03/2021,THEFT,114,A,A6,2000 BLOCK,2057 UNIVERSITY BLVD EB,38.98344364762306,-76.97784328460693,"(38.98344364762306, -76.97784328460693)"
PP21010300001257,01/03/2021,THEFT FROM AUTO,801,C,C4,12000 BLOCK,12009 LAUREL BOWIE RD NB,39.05595006048679,-76.83709552884102,"(39.05595006048679, -76.83709552884102)"
PP21010300000171,01/03/2021,THEFT,313,G,G4,7500 BLOCK,7507 HILL BURNE DR,38.90240706503391,-76.8777778595686,"(38.90240706503391, -76.8777778595686)"
PP21010300001577,01/03/2021,ASSAULT,640,W,W5,4500 BLOCK,4500 DANVILLE RD,38.68685631453991,-76.9312554448843,"(38.68685631453991, -76.9312554448843)"
PP21010300000325,01/03/2021,THEFT FROM AUTO,419,H,H5,3900 BLOCK,3907 SOUTHERN AVE,38.86205281317234,-76.94897194206715,"(38.86205281317234, -76.94897194206715)"
PP21010300000958,01/03/2021,ACCIDENT WITH IMPOUND,829,D,D5,,DAISY LN / GLENN DALE BLVD EB,38.97819431126118,-76.80330294370651,"(38.97819431126118, -76.80330294370651)"
PP21010300000885,01/03/2021,THEFT,135,A,A2,5800 BLOCK,5823 EASTERN AVE,38.96047781407833,-76.9945755302906,"(38.96047781407833, -76.9945755302906)"
PP21010300000989,01/03/2021,"AUTO, STOLEN & RECOVERED",321,G,G1,200 BLOCK,221 DATELEAF AVE,38.8942049741745,-76.89352586865425,"(38.8942049741745, -76.89352586865425)"
PP21010300000627,01/03/2021,ACCIDENT WITH IMPOUND,815,D,D2,,GREENBELT RD EB / AEROSPACE RD,38.990989565849304,-76.8325023651123,"(38.990989565849304, -76.8325023651123)"
PP21010300000637,01/03/2021,THEFT FROM AUTO,424,H,H6,6300 BLOCK,6307 HIL MAR DR,38.84368014335632,-76.90008753538132,"(38.84368014335632, -76.90008753538132)"
PP21010300000880,01/03/2021,THEFT,504,K,K1,1400 BLOCK,1415 SOUTHERN AVE,38.83547806739807,-76.98210836946964,"(38.83547806739807, -76.98210836946964)"
PP21010300001838,01/03/2021,ACCIDENT WITH IMPOUND,125,A,A3,6400 BLOCK,6407 KNOLLBROOK DR NB,38.96835181117058,-76.99555978178978,"(38.96835181117058, -76.99555978178978)"
PP21010300000508,01/03/2021,"AUTO, STOLEN",827,D,D2,6900 BLOCK,6900 WOODSTREAM TURN,38.98508405685425,-76.83479894697666,"(38.98508405685425, -76.83479894697666)"
PP21010300000691,01/03/2021,THEFT,624,F,F2,8700 BLOCK,8755 BRANCH AVE SB,38.770845636725426,-76.88958886265755,"(38.770845636725426, -76.88958886265755)"
PP21010300000980,01/03/2021,"AUTO, STOLEN",118,A,A6,7200 BLOCK,7216 WEST PARK DR,38.977538138628006,-76.96701653301716,"(38.977538138628006, -76.96701653301716)"
PP21010300000269,01/03/2021,ACCIDENT WITH IMPOUND,508,K,K3,,28TH AVE EB / SAINT BARNABAS RD SB,38.83121298253536,-76.9410979449749,"(38.83121298253536, -76.9410979449749)"
PP21010300001351,01/03/2021,ACCIDENT WITH IMPOUND,248,B,B1,,ANNAPOLIS RD EB / BALTIMORE WASHINGTON PKY NB,38.939152389764786,-76.91419510543346,"(38.939152389764786, -76.91419510543346)"
PP21010300000654,01/03/2021,THEFT FROM AUTO,102,A,A7,2600 BLOCK,2621 LACKAWANNA ST,39.0165800601244,-76.95979869365692,"(39.0165800601244, -76.95979869365692)"
PP21010300000531,01/03/2021,THEFT FROM AUTO,110,A,A4,1500 BLOCK,1515 MERRIMAC DR,38.991645723581314,-76.97915561497211,"(38.991645723581314, -76.97915561497211)"
PP21010300000754,01/03/2021,THEFT FROM AUTO,701,E,E3,10200 BLOCK,10208 PRINCE PL,38.89190839231014,-76.83053386211395,"(38.89190839231014, -76.83053386211395)"
PP21010300001325,01/03/2021,ASSAULT,624,F,F2,,BRANCH AVE NB / WOODYARD RD NB,38.768220975995064,-76.88466760516167,"(38.768220975995064, -76.88466760516167)"
PP21010300000358,01/03/2021,ACCIDENT,509,K,K3,,BRANCH AVE SB / BEECH RD,38.82793214917183,-76.92863078415394,"(38.82793214917183, -76.92863078415394)"
PP21010300000742,01/03/2021,THEFT FROM AUTO,409,H,H1,5200 BLOCK,5290 MARLBORO PIKE,38.86533364653587,-76.91616360843182,"(38.86533364653587, -76.91616360843182)"
PP21010300000816,01/03/2021,ASSAULT,314,G,G4,7200 BLOCK,7206 SHERIFF RD WB,38.91323381662369,-76.8817148655653,"(38.91323381662369, -76.8817148655653)"
PP21010300000625,01/03/2021,ACCIDENT,516,J,J1,,NEPTUNE AVE / DUNSTER DR,38.81808964908123,-76.9942474514246,"(38.81808964908123, -76.9942474514246)"
